"FWB_id","site_year_code","sp_site","collection_site_id","fish_species","fish_family","waterbody_type","collection_decimal_longitude","collection_decimal_latitude","sp_site_mean_N","sp_site_var_N","sp_site_mean_C","sp_site_var_C","sp_site_mean_length","sp_site_var_length","sp_site_num_ind","VarTot","Food web_ID","Climate_zone","Type","Latitude","Longitude","Size","dis_r_sv","TP","TN","Distance_km","temp","hft","prec","pop","crp","urb","upstr","regul","pop_den","size_class","size_z_scored","hydro_dis_z_scored","TP_class","Climate_zone_e","Climate_zone_e2","Dist_class","distance_to_env_m","match_flag","num"
"FWB_0001","FWB_0001_2012","Ambassis macleayi_4-Mile Hole","4-Mile Hole","Ambassis macleayi","Ambassidae","lotic",132.21865,-12.57082,0.656436835158009,0.0491665127722967,0.109576833324146,0.00288483688891869,28.8888888888889,48.8611111111111,9,0.0520513496612154,"FWB_0001",17,"lotic",-12.57082,132.21865,1.09594206011223,5.32847045323357,1.43142802294892,9.286746144,4.62247329195034,277,6,1411,-6.90775527898214,0,0,1.09594540235263,0,-3.81625838344377,"small",-0.269610776233512,0.132563006415118,"low_prod","Extremely hot and xeric","Hot and dry","Q1 (close)",0,"ok",1
"FWB_0001","FWB_0001_2012","Amniataba percoides_4-Mile Hole","4-Mile Hole","Amniataba percoides","Terapontidae","lotic",132.21865,-12.57082,0.767586769159096,0.000326281159438691,0.704095694834904,0.000655265721785192,118,309,3,0.000981546881223883,"FWB_0001",17,"lotic",-12.57082,132.21865,1.09594206011223,5.32847045323357,1.43142802294892,9.286746144,4.62247329195034,277,6,1411,-6.90775527898214,0,0,1.09594540235263,0,-3.81625838344377,"small",-0.269610776233512,0.132563006415118,"low_prod","Extremely hot and xeric","Hot and dry","Q1 (close)",0,"ok",1
"FWB_0001","FWB_0001_2012","Craterocephalus stercusmuscarum_4-Mile Hole","4-Mile Hole","Craterocephalus stercusmuscarum","Atherinidae","lotic",132.21865,-12.57082,0.725890985324948,0.0203689053556543,0.428835235102806,0.115722033603939,26.3333333333333,50.6666666666667,6,0.136090938959594,"FWB_0001",17,"lotic",-12.57082,132.21865,1.09594206011223,5.32847045323357,1.43142802294892,9.286746144,4.62247329195034,277,6,1411,-6.90775527898214,0,0,1.09594540235263,0,-3.81625838344377,"small",-0.269610776233512,0.132563006415118,"low_prod","Extremely hot and xeric","Hot and dry","Q1 (close)",0,"ok",1
"FWB_0001","FWB_0001_2012","Denariusa australis_4-Mile Hole","4-Mile Hole","Denariusa australis","Ambassidae","lotic",132.21865,-12.57082,0.244758909853249,0.0449357554421634,0.901686786836448,0.00538042513512955,26,3,3,0.050316180577293,"FWB_0001",17,"lotic",-12.57082,132.21865,1.09594206011223,5.32847045323357,1.43142802294892,9.286746144,4.62247329195034,277,6,1411,-6.90775527898214,0,0,1.09594540235263,0,-3.81625838344377,"small",-0.269610776233512,0.132563006415118,"low_prod","Extremely hot and xeric","Hot and dry","Q1 (close)",0,"ok",1
"FWB_0001","FWB_0001_2012","Glossamia aprion_4-Mile Hole","4-Mile Hole","Glossamia aprion","Apogonidae","lotic",132.21865,-12.57082,0.605607966457023,0.0117780773732872,0.679923929221101,0.0129236941133274,64,140.666666666667,4,0.0247017714866146,"FWB_0001",17,"lotic",-12.57082,132.21865,1.09594206011223,5.32847045323357,1.43142802294892,9.286746144,4.62247329195034,277,6,1411,-6.90775527898214,0,0,1.09594540235263,0,-3.81625838344377,"small",-0.269610776233512,0.132563006415118,"low_prod","Extremely hot and xeric","Hot and dry","Q1 (close)",0,"ok",1
"FWB_0001","FWB_0001_2012","Lates calcarifer_4-Mile Hole","4-Mile Hole","Lates calcarifer","Latidae","lotic",132.21865,-12.57082,0.799945647954034,0.0407421694692127,0.882310787718428,0.0085088838440977,433.111111111111,24289.1111111111,9,0.0492510533133104,"FWB_0001",17,"lotic",-12.57082,132.21865,1.09594206011223,5.32847045323357,1.43142802294892,9.286746144,4.62247329195034,277,6,1411,-6.90775527898214,0,0,1.09594540235263,0,-3.81625838344377,"small",-0.269610776233512,0.132563006415118,"low_prod","Extremely hot and xeric","Hot and dry","Q1 (close)",0,"ok",1
"FWB_0001","FWB_0001_2012","Megalops cyprinoides_4-Mile Hole","4-Mile Hole","Megalops cyprinoides","Megalopidae","lotic",132.21865,-12.57082,0.48893547635686,0.0223402637482271,0.775232897855686,0.0075399143327473,283.333333333333,1433.33333333333,3,0.0298801780809744,"FWB_0001",17,"lotic",-12.57082,132.21865,1.09594206011223,5.32847045323357,1.43142802294892,9.286746144,4.62247329195034,277,6,1411,-6.90775527898214,0,0,1.09594540235263,0,-3.81625838344377,"small",-0.269610776233512,0.132563006415118,"low_prod","Extremely hot and xeric","Hot and dry","Q1 (close)",0,"ok",1
"FWB_0001","FWB_0001_2012","Melanotaenia nigrans_4-Mile Hole","4-Mile Hole","Melanotaenia nigrans","Melanotaeniidae","lotic",132.21865,-12.57082,0.608141160027952,7.9110794667931e-05,0.525095088473623,0.00524774457751418,37,8,2,0.00532685537218211,"FWB_0001",17,"lotic",-12.57082,132.21865,1.09594206011223,5.32847045323357,1.43142802294892,9.286746144,4.62247329195034,277,6,1411,-6.90775527898214,0,0,1.09594540235263,0,-3.81625838344377,"small",-0.269610776233512,0.132563006415118,"low_prod","Extremely hot and xeric","Hot and dry","Q1 (close)",0,"ok",1
"FWB_0001","FWB_0001_2012","NA_4-Mile Hole","4-Mile Hole","NA","Melanotaeniidae","lotic",132.21865,-12.57082,0.472309573724668,0.0124748095951767,0.667572763353729,0.0483851516290433,32.875,140.410714285714,8,0.06085996122422,"FWB_0001",17,"lotic",-12.57082,132.21865,1.09594206011223,5.32847045323357,1.43142802294892,9.286746144,4.62247329195034,277,6,1411,-6.90775527898214,0,0,1.09594540235263,0,-3.81625838344377,"small",-0.269610776233512,0.132563006415118,"low_prod","Extremely hot and xeric","Hot and dry","Q1 (close)",0,"ok",1
"FWB_0001","FWB_0001_2012","Nematalosa erebi_4-Mile Hole","4-Mile Hole","Nematalosa erebi","Dorosomatidae","lotic",132.21865,-12.57082,0.477812718378756,0.283481873617087,0.129857780717711,0.00145766067792261,121.5,8064.5,2,0.28493953429501,"FWB_0001",17,"lotic",-12.57082,132.21865,1.09594206011223,5.32847045323357,1.43142802294892,9.286746144,4.62247329195034,277,6,1411,-6.90775527898214,0,0,1.09594540235263,0,-3.81625838344377,"small",-0.269610776233512,0.132563006415118,"low_prod","Extremely hot and xeric","Hot and dry","Q1 (close)",0,"ok",1
