"","FWB_id","sp_site","collection_site_id","fish_species","fish_family","waterbody_type","collection_decimal_longitude","collection_decimal_latitude","sp_site_mean_N","sp_site_var_N","sp_site_mean_C","sp_site_var_C","sp_site_mean_length","sp_site_var_length","sp_site_num_ind","VarTot","Food web_ID","Climate_zone","Type","Latitude","Longitude","Size","dis_r_sv","TP","TN","Distance_km","temp","hft","prec","pop","crp","urb","upstr","regul","pop_den","size_class","size_z_scored","hydro_dis_z_scored","TP_class","Climate_zone_e","Climate_zone_e2","Dist_class","distance_to_env_m","match_flag","num"
"35","FWB_0176","Salvelinus fontinalis_Five Fingers River 4-sediment_traps","Five Fingers River 4-sediment_traps","Salvelinus fontinalis","Salmonidae","lotic",-67.353338,47.535488,0.159263214095035,0.0150916818243191,0.82702274975272,0.0318878810717017,108,1228.25,10,0.0469795628960208,"FWB_0176",7,"lotic",47.535488,-67.353338,0.529451087889156,6.39326818828272,1.60632598199739,572.9540348,68.5393196690766,23,155,1016,-3.47376807449699,7,0,2.385271380253,0,1.8995684848618,"small",-0.656489880439312,1.54256593206067,"low_prod","Cold and mesic","Cold and wet/mesic","Q3",0,"ok",1
"36","FWB_0178","Cottus cognatus_Five Fingers River 6-sediment_traps","Five Fingers River 6-sediment_traps","Cottus cognatus","Cottidae","lotic",-67.339994,47.52918,0.79169776119403,0.0156339048693101,0.193448275862069,0.0452716225539848,75.2,46.8444444444444,10,0.0609055274232949,"FWB_0178",7,"lotic",47.52918,-67.339994,0.529451087889156,6.39326818828272,1.60632598199739,572.9540348,69.5778135603455,23,155,1016,-3.47376807449699,7,0,2.385271380253,0,1.8995684848618,"small",-0.656489880439312,1.54256593206067,"low_prod","Cold and mesic","Cold and wet/mesic","Q4 (far)",0,"ok",1
"37","FWB_0178","Salvelinus fontinalis_Five Fingers River 6-sediment_traps","Five Fingers River 6-sediment_traps","Salvelinus fontinalis","Salmonidae","lotic",-67.339994,47.52918,0.28554104477612,0.0544123675775353,0.778,0.0428727945861042,69.4,26.4888888888889,10,0.0972851621636394,"FWB_0178",7,"lotic",47.52918,-67.339994,0.529451087889156,6.39326818828272,1.60632598199739,572.9540348,69.5778135603455,23,155,1016,-3.47376807449699,7,0,2.385271380253,0,1.8995684848618,"small",-0.656489880439312,1.54256593206067,"low_prod","Cold and mesic","Cold and wet/mesic","Q4 (far)",0,"ok",1
"38","FWB_0179","Catostomus commersonii_Five Fingers River 7-fishway","Five Fingers River 7-fishway","Catostomus commersonii","Catostomidae","lotic",-67.377902,47.55207,0.15400641025641,0.025469038618077,0.879510719592443,0.00548127713875207,85.875,116.125,8,0.0309503157568291,"FWB_0179",7,"lotic",47.55207,-67.377902,0.235072122179483,5.6442279792784,1.60632598199739,572.9540348,65.8954315155162,23,207,1010,-2.37515578582888,16,0,0.235080027286578,0,2.60209765837909,"small",-0.857532926374984,0.550688459600134,"low_prod","Cold and mesic","Cold and wet/mesic","Q3",0,"ok",1
"39","FWB_0179","Chrosomus eos_Five Fingers River 7-fishway","Five Fingers River 7-fishway","Chrosomus eos","Leuciscidae","lotic",-67.377902,47.55207,0.757478632478632,0.0150039062182937,0.751454043727447,0.0164993242847766,54,6.75,10,0.0315032305030703,"FWB_0179",7,"lotic",47.55207,-67.377902,0.235072122179483,5.6442279792784,1.60632598199739,572.9540348,65.8954315155162,23,207,1010,-2.37515578582888,16,0,0.235080027286578,0,2.60209765837909,"small",-0.857532926374984,0.550688459600134,"low_prod","Cold and mesic","Cold and wet/mesic","Q3",0,"ok",1
"40","FWB_0179","Rhinichthys atratulus_Five Fingers River 7-fishway","Five Fingers River 7-fishway","Rhinichthys atratulus","Leuciscidae","lotic",-67.377902,47.55207,0.769088319088319,0.00918176394672121,0.27113847024694,0.0285986853464813,71,7.71428571428571,15,0.0377804492932025,"FWB_0179",7,"lotic",47.55207,-67.377902,0.235072122179483,5.6442279792784,1.60632598199739,572.9540348,65.8954315155162,23,207,1010,-2.37515578582888,16,0,0.235080027286578,0,2.60209765837909,"small",-0.857532926374984,0.550688459600134,"low_prod","Cold and mesic","Cold and wet/mesic","Q3",0,"ok",1
"41","FWB_0179","Salvelinus fontinalis_Five Fingers River 7-fishway","Five Fingers River 7-fishway","Salvelinus fontinalis","Salmonidae","lotic",-67.377902,47.55207,0.566324786324786,0.0735161971087897,0.500297176820208,0.0839943077681696,106.3,637.122222222222,10,0.157510504876959,"FWB_0179",7,"lotic",47.55207,-67.377902,0.235072122179483,5.6442279792784,1.60632598199739,572.9540348,65.8954315155162,23,207,1010,-2.37515578582888,16,0,0.235080027286578,0,2.60209765837909,"small",-0.857532926374984,0.550688459600134,"low_prod","Cold and mesic","Cold and wet/mesic","Q3",0,"ok",1
"42","FWB_0181","Rhinichthys atratulus_Five Fingers River 9-fishway","Five Fingers River 9-fishway","Rhinichthys atratulus","Leuciscidae","lotic",-67.377881,47.536839,0.757801152016028,0.0264101246943121,0.172163638673612,0.0192452900344385,59.2,39.2888888888889,10,0.0456554147287506,"FWB_0181",7,"lotic",47.536839,-67.377881,1.43198448703701,5.16063943943055,1.60632598199739,572.9540348,68.4036002753537,23,245,1023,-1.15836229307388,9,0,1.43198687537903,0,2.82357943960552,"large",-0.0401141037735586,-0.0896784697704024,"low_prod","Cold and mesic","Cold and wet/mesic","Q3",0,"ok",1
"43","FWB_0181","Salvelinus fontinalis_Five Fingers River 9-fishway","Five Fingers River 9-fishway","Salvelinus fontinalis","Salmonidae","lotic",-67.377881,47.536839,0.276383671424994,0.0182205940564059,0.854440350654301,0.00737196821036248,181.3,4872.45555555556,10,0.0255925622667684,"FWB_0181",7,"lotic",47.536839,-67.377881,1.43198448703701,5.16063943943055,1.60632598199739,572.9540348,68.4036002753537,23,245,1023,-1.15836229307388,9,0,1.43198687537903,0,2.82357943960552,"large",-0.0401141037735586,-0.0896784697704024,"low_prod","Cold and mesic","Cold and wet/mesic","Q3",0,"ok",1
"44","FWB_0205","Cottus cognatus_MacDougal Brook 17-culverts","MacDougal Brook 17-culverts","Cottus cognatus","Cottidae","lotic",-67.714379,47.837775,0.278489035365699,0.0684691419982875,0.601340897369778,0.0581887838466185,57.1428571428571,207.142857142857,7,0.126657925844906,"FWB_0205",7,"lotic",47.837775,-67.714379,1.03992329231943,6.42389086516748,1.60632598199739,572.9540348,45.0022230540872,17,0,1050,-6.90775527898214,0,0,3.23344951093054,0,-11.5129254649702,"small",-0.307868209740956,1.58311641651171,"low_prod","Cold and mesic","Cold and wet/mesic","Q2",0,"ok",1
