"","FWB_id","collection_site_id","waterbody_type","collection_decimal_latitude","collection_decimal_longitude","site_interspe_var_N","site_intraspe_var_N","site_interspe_var_C","site_intraspe_var_C","site_nbspe","site_mean_sample_id","site_min_sample_id","Climate_zone","Type","Latitude","Longitude","Size","dis_r_sv","TP","TN","Distance_km","temp","hft","prec","pop","crp","urb","upstr","regul","pop_den","size_class","size_z_scored","hydro_dis_z_scored","TP_class","Climate_zone_e","Climate_zone_e2","distance_to_env_m","match_flag","propintraspecific_N","propintraspecific_C","propintraspecific_Total"
"11","FWB_0151","BLR","lotic",45.33,-65.78,0.0106576511378608,0.0805575360885223,0.150039560211647,0.0510015988097459,2,5,5,7,"lotic",45.33,-65.78,1.98718918197475,4.93049691739687,-1.38659437812049,13.29489939,44.9340914618772,56,148,1325,0.120446153075867,1,0,2.27408376143324,0,3.74395955698325,"large",0.339057155011805,-0.394432714357479,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.883159247248925,0.253687349685041,0.450149796872955
"12","FWB_0154","CAT","lotic",46.86,-66.19,0.0916986390800897,0.0725452127359819,0.23011694466074,0.03868281996778,2,4,3,7,"lotic",46.86,-66.19,1.73254010956808,5.06562669201299,3.40356031639835,930.4465595,16.234209994181,35,3,1106,-5.29831736654804,0,0,1.73254187791312,0,-1.89705332044134,"large",0.165147225550946,-0.215494150460413,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.441692105572522,0.143909426487927,0.256851800788509
"13","FWB_0156","CherryBrook 20-culverts","lotic",47.62245,-67.931555,0.00785619356507721,0.0835828340805112,0.0273234839814146,0.0285003234249504,2,15,10,7,"lotic",47.62245,-67.931555,1.38529386078631,5.988121950695,3.41521420933581,1039.4769,71.7834382543419,19,5,1056,-6.21460809842219,1,0,3.02135177352468,0,-2.30248509799371,"large",-0.0720009802542047,1.00607213468552,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.914082708802118,0.510540659068353,0.761109600164355
"14","FWB_0157","CherryBrook 21-culverts","lotic",47.62246,-67.931485,0.0131241527458876,0.0740489232965595,0.0131580928635014,0.0583276342566208,2,13,10,7,"lotic",47.62246,-67.931485,1.38529386078631,5.988121950695,3.41521420933581,1039.4769,71.7909172320597,19,5,1056,-6.21460809842219,1,0,3.02135177352468,0,-2.30248509799371,"large",-0.0720009802542047,1.00607213468552,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.84944717633347,0.81593398579564,0.834347385171821
"15","FWB_0158","CherryBrook 22-culverts","lotic",47.646641,-67.954117,0.0308712386266319,0.0729298715542713,0.0359996328311964,0.0352078001720783,2,10.5,10,7,"lotic",47.646641,-67.954117,1.57422515667836,5.40694385132873,3.41521420933581,1039.4769,71.9341344246427,20,0,1048,-6.90775527898214,0,0,2.79923126175466,0,-11.5129254649702,"large",0.0570276787980591,0.236477315449977,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.702592404138743,0.494439957840626,0.617899387988998
"16","FWB_0159","CLB","lotic",46.06,-65.54,0.16967341315323,0.0437868603015569,0.309644575960551,0.017841099873199,2,4,3,7,"lotic",46.06,-65.54,0.943905898907128,5.49676834627187,4.0196447995077,1704.729449,44.61631149219,51,14,1134,-5.80914299031403,0,0,0.943909789950142,0,-1.73721446737626,"small",-0.373442287657416,0.35542272310397,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.205128849471053,0.0544790236329487,0.113926280908121
"17","FWB_0161","COB","lotic",45.92,-66.64,0.0233354488703923,0.150417211652794,0.164976999636692,0.0345561109514708,2,4,3,7,"lotic",45.92,-66.64,1.37750585508681,4.97565823116384,4.67111928522993,1436.104428,66.8547696292167,52,388,1106,1.27424485731127,1,24,1.37750837715173,0,5.28732219053422,"large",-0.0773197175621385,-0.334630197464938,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.865697314791457,0.173184845610886,0.49552738657453
"18","FWB_0164","de","lotic",42.65916,-80.4676,0.0745452401355544,0.00781140634358151,0.0901518295546778,0.0307154995912763,5,4.4,3,10,"lotic",42.65916,-80.4676,1.6064334034138,4.60602535222235,5.27166957966197,7657.739429,119.132732067067,81,135,967,0.615185639090233,56,0,1.60643540942984,0,3.84592615071928,"large",0.0790239651574855,-0.82409727986649,"low_prod","Cool temperate and moist","Cool and moist",0,"ok",0.0948485237989921,0.254125741077521,0.189578546607772
"19","FWB_0169","Fishing Lake","lentic",51.833,-103.533,0.119483632054809,0.0161500111357106,0.0129897726264895,0.0604704426093435,3,13.6666666666667,3,7,"lentic",51.833,-103.533,3.42263266238222,-5.71009641353716,4.75889072960575,938.6097831,69.5689656107213,7,31,433,-0.789658080940789,74,0,1.90330233471716,0,1.7063849337004,"large",1.3018384441866,-1.40077417440241,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.119070834903588,0.823172684904505,0.366440479513373
"20","FWB_0170","Five Fingers River 10-sediment_traps","lotic",47.568169,-67.373425,0.0381141615946194,0.0290264528145305,0.101836786251221,0.0199899707256788,3,6,4,7,"lotic",47.568169,-67.373425,2.37602141106723,5.24988506069325,1.60632598199739,572.9540348,63.2177222361424,23,69,1004,-2.07944154167984,7,0,3.75258192273198,0,1.83130224589793,"large",0.604606072565261,0.0285003945710471,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.432323312349296,0.164085224147182,0.259390937073849
"21","FWB_0171","Five Fingers River 11-sediment_traps","lotic",47.5675,-67.3729,0.0195521467557308,0.0628111223241702,0.0618906357863681,0.021481319878515,5,6.2,3,7,"lotic",47.5675,-67.3729,2.37602141106723,5.24988506069325,1.60632598199739,572.9540348,63.3251848844072,23,69,1004,-2.07944154167984,7,0,3.75258192273198,0,1.83130224589793,"large",0.604606072565261,0.0285003945710471,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.762610846143525,0.25765642304062,0.508597024757333
"22","FWB_0172","Five Fingers River 12-sediment_traps","lotic",47.573836,-67.376062,0.00180580176900278,0.0635310784048969,0.0496345598327096,0.0391962896212002,2,9.5,9,7,"lotic",47.573836,-67.376062,2.37602141106723,5.24988506069325,1.60632598199739,572.9540348,62.298841168052,23,69,1004,-2.07944154167984,7,0,3.75258192273198,0,1.83130224589793,"large",0.604606072565261,0.0285003945710471,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.972361677444707,0.441246367249222,0.666335090191058
"23","FWB_0173","Five Fingers River 1-sediment_traps","lotic",47.486034,-67.378867,0.144653073934479,0.0386536646731009,0.129366484885965,0.0370363434402288,2,6.5,3,7,"lotic",47.486034,-67.378867,1.43198448703701,5.16063943943055,1.74842838304056,131.2064851,67.2008747730162,23,245,1023,-1.15836229307388,9,0,1.43198687537903,0,2.82357943960552,"large",-0.0401141037735586,-0.0896784697704024,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.210868760017874,0.222570396265307,0.216436767163603
"24","FWB_0174","Five Fingers River 2-sediment_traps","lotic",47.513543,-67.367072,0.135278331744257,0.0586970191112099,0.13090897888377,0.0391909407560595,2,7,4,7,"lotic",47.513543,-67.367072,1.43198448703701,5.16063943943055,1.74842838304056,131.2064851,71.0495083340059,23,245,1023,-1.15836229307388,9,0,1.43198687537903,0,2.82357943960552,"large",-0.0401141037735586,-0.0896784697704024,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.302600401815722,0.230399525402731,0.268867368371657
"25","FWB_0175","Five Fingers River 3-sediment_traps","lotic",47.545667,-67.358251,0.015748227885778,0.0695082314406978,0.108155623563792,0.0309606828579476,3,8,4,7,"lotic",47.545667,-67.358251,1.11382925447297,5.89783787503741,1.60632598199739,572.9540348,66.8697850139048,23,170,1010,-3.2188758248682,16,0,2.89558094427279,0,2.22646078170185,"small",-0.257394903306392,0.886518151214166,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.815284049910251,0.222552507713138,0.447776778806518
"26","FWB_0176","Five Fingers River 4-sediment_traps","lotic",47.535488,-67.353338,0.0133862494794233,0.0320670141326679,0.10597970664269,0.0361033692213073,3,10,10,7,"lotic",47.535488,-67.353338,0.529451087889156,6.39326818828272,1.60632598199739,572.9540348,68.5393196690766,23,155,1016,-3.47376807449699,7,0,2.385271380253,0,1.8995684848618,"small",-0.656489880439312,1.54256593206067,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.705494206232038,0.254100419784448,0.363504926802024
"27","FWB_0177","Five Fingers River 5-sediment_traps","lotic",47.530931,-67.341241,0.0110136030322878,0.0631410366714028,0.0952871252504984,0.0122443677498799,3,8,4,7,"lotic",47.530931,-67.341241,0.529451087889156,6.39326818828272,1.60632598199739,572.9540348,69.287931887666,23,155,1016,-3.47376807449699,7,0,2.385271380253,0,1.8995684848618,"small",-0.656489880439312,1.54256593206067,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.851477897050053,0.113867736866973,0.414921069094859
"28","FWB_0178","Five Fingers River 6-sediment_traps","lotic",47.52918,-67.339994,0.12809731078748,0.0350231362234227,0.170850359096314,0.0440722085700445,2,10,10,7,"lotic",47.52918,-67.339994,0.529451087889156,6.39326818828272,1.60632598199739,572.9540348,69.5778135603455,23,155,1016,-3.47376807449699,7,0,2.385271380253,0,1.8995684848618,"small",-0.656489880439312,1.54256593206067,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.214707210930349,0.205060869356732,0.209223135258805
"29","FWB_0179","Five Fingers River 7-fishway","lotic",47.55207,-67.377902,0.0825248790625938,0.0307927264729704,0.073051229312506,0.0336433986345449,4,10.75,8,7,"lotic",47.55207,-67.377902,0.235072122179483,5.6442279792784,1.60632598199739,572.9540348,65.8954315155162,23,207,1010,-2.37515578582888,16,0,0.235080027286578,0,2.60209765837909,"small",-0.857532926374984,0.550688459600134,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.271738238091399,0.315324204056844,0.292875191927029
"30","FWB_0180","Five Fingers River 8-fishway","lotic",47.549892,-67.375189,0.116174319447598,0.041298345772303,0.0851643497160437,0.0860097218864077,2,7.5,3,7,"lotic",47.549892,-67.375189,0.235072122179483,5.6442279792784,1.60632598199739,572.9540348,66.238662936298,23,207,1010,-2.37515578582888,16,0,0.235080027286578,0,2.60209765837909,"small",-0.857532926374984,0.550688459600134,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.262257235023185,0.502469334760954,0.387370551400077
"31","FWB_0181","Five Fingers River 9-fishway","lotic",47.536839,-67.377881,0.115881395309309,0.022315359375359,0.23275075585559,0.0133086291224005,2,10,10,7,"lotic",47.536839,-67.377881,1.43198448703701,5.16063943943055,1.60632598199739,572.9540348,68.4036002753537,23,245,1023,-1.15836229307388,9,0,1.43198687537903,0,2.82357943960552,"large",-0.0401141037735586,-0.0896784697704024,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.161475277956253,0.0540870616399814,0.092708963685093
"32","FWB_0191","jw","lotic",42.75722,-81.0625,0.0972813497391561,0.0230545113590069,0.0516480450575305,0.050297059283237,5,4.8,3,7,"lotic",42.75722,-81.0625,1.44597736328106,4.76524686569405,4.38113011254299,1941.634456,59.6148948327988,75,272,952,1.13847382209324,74,6,1.44597971843609,0,4.33091766540268,"large",-0.0305578148086711,-0.613256485947583,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.191584712558797,0.493373954624748,0.329994835578472
"33","FWB_0203","lef","lotic",42.65954,-80.5669,0.0897015893217241,0.130241734507725,0.04860872620036,0.148132719219659,2,3,3,8,"lotic",42.65954,-80.5669,1.70620158086641,4.83375826161021,5.27166957966197,7657.739429,112.485220224286,80,86,962,-0.738144546490681,68,0,2.56341048169167,0,2.60002019960956,"large",0.14715960193496,-0.522533839287016,"low_prod","Cool temperate and dry","Cool temperate and dry/xeric",0,"ok",0.59216043587992,0.752930928729398,0.668069663858345
"34","FWB_0205","MacDougal Brook 17-culverts","lotic",47.837775,-67.714379,0.0195503751224296,0.0871164751271024,0.0371561117161883,0.0508094940976806,3,10,7,7,"lotic",47.837775,-67.714379,1.03992329231943,6.42389086516748,1.60632598199739,572.9540348,45.0022230540872,17,0,1050,-6.90775527898214,0,0,3.23344951093054,0,-11.5129254649702,"small",-0.307868209740956,1.58311641651171,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.816715548676142,0.577606368166112,0.708648351947293
"35","FWB_0206","MacDougal Brook 18-culverts","lotic",47.837821,-67.714467,0.0389660222545802,0.110198633103776,0.00277807681238744,0.0530016415663424,2,13,9,7,"lotic",47.837821,-67.714467,1.03992329231943,6.42389086516748,1.60632598199739,572.9540348,45.0080056470052,17,0,1050,-6.90775527898214,0,0,3.23344951093054,0,-11.5129254649702,"small",-0.307868209740956,1.58311641651171,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.7387717474963,0.950195574787147,0.796314979007332
"36","FWB_0212","Newburn Lake","lentic",51.693,-103.177,0.0696347740421288,0.0136315300900341,0.0457775205722258,0.0280485962960689,3,13.6666666666667,9,7,"lentic",51.693,-103.177,0.418710334858185,-1.71217090439687,4.75889072960575,938.6097831,110.365834065599,7,30,431,-4.60517018598809,44,0,3.16209423413915,0,-1.26227304627414,"large",0.0833377884849283,0.0845977938302637,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.163710041319928,0.379927828875347,0.26532232504063
"37","FWB_0213","Nicolet - site 10","lotic",46.234548,-72.641292,0.0647281445573643,0.0291801718413881,0.0124015061074751,0.0577914173993274,3,6,6,7,"lotic",46.234548,-72.641292,3.90636704057199,5.44635412399004,2.36610443212954,561.0762125,10.6132063374865,53,330,1004,1.30806251285032,58,17,7.33135889194039,0,5.31935947047363,"large",1.6497396674479,0.288664315782369,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.310730433260922,0.823322558914742,0.529987398576453
"38","FWB_0214","Nicolet - site 11","lotic",46.24927,-72.651916,0.02113782782509,0.0576728656682082,0.00439784355249774,0.0298870285498037,4,7.5,6,7,"lotic",46.24927,-72.651916,3.90636704057199,5.44635412399004,2.36610443212954,561.0762125,10.5228746495949,53,330,1004,1.30806251285032,58,17,7.33135889194039,0,5.31935947047363,"large",1.6497396674479,0.288664315782369,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.731789851247947,0.871726412180417,0.774211559550472
"39","FWB_0215","Nicolet - site 7","lotic",46.224836,-72.618709,0.0268780693985903,0.0248481361103792,0.0120113574089918,0.0377181335377951,3,9.66666666666667,7,7,"lotic",46.224836,-72.618709,3.90636704057199,5.44635412399004,2.36610443212954,561.0762125,9.86827799617763,53,330,1004,1.30806251285032,58,17,7.33135889194039,0,5.31935947047363,"large",1.6497396674479,0.288664315782369,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.480378095897068,0.758466109740706,0.61668562568548
"40","FWB_0216","Nicolet - site 9","lotic",46.230452,-72.629703,0.0510200165764471,0.0233147379060738,0.0212097483312899,0.0219240108253411,5,6.8,6,7,"lotic",46.230452,-72.629703,3.90636704057199,5.44635412399004,2.36610443212954,561.0762125,10.0322046847798,53,330,1004,1.30806251285032,58,17,7.33135889194039,0,5.31935947047363,"large",1.6497396674479,0.288664315782369,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.313645186136399,0.508279622597435,0.385113826079237
"41","FWB_0217","Nicolet - site A","lotic",46.21854,-72.6074,0.0221859926270871,0.0624870403915306,0.0121754190177041,0.0424729600239443,4,8.5,6,7,"lotic",46.21854,-72.6074,3.90636704057199,5.44635412399004,2.36610443212954,561.0762125,10.0155860481161,53,330,1004,1.30806251285032,58,17,7.33135889194039,0,5.31935947047363,"large",1.6497396674479,0.288664315782369,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.737980419076179,0.777204388653047,0.75336589590459
"42","FWB_0218","Nicolet - site C","lotic",46.1888,-72.567,0.0353616934946507,0.0161623237842247,0.0367193728400023,0.0260334580817321,7,5.57142857142857,5,7,"lotic",46.1888,-72.567,3.66607131478793,5.21539480373206,2.36610443212954,561.0762125,13.5507112878318,52,173,1013,-0.901402119380404,68,0,6.60878845253052,0,2.98643973131045,"large",1.4856322064393,-0.0171715312987898,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.31368524113222,0.414857110019485,0.369241736452893
"43","FWB_0219","Nicolet - site GL","lotic",46.227356,-72.624696,0.0371471195167041,0.0330148418748022,0.0324970691664698,0.0470632948817608,4,6.75,6,7,"lotic",46.227356,-72.624696,3.90636704057199,5.44635412399004,2.36610443212954,561.0762125,9.9925154786115,53,330,1004,1.30806251285032,58,17,7.33135889194039,0,5.31935947047363,"large",1.6497396674479,0.288664315782369,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.470551866282332,0.59154197501196,0.534844329470387
"44","FWB_0227","Ruisseau Blais 14-culverts","lotic",48.351446,-67.22151,0.0451671307754001,0.0833372747411089,0.086518908554386,0.0385540116063307,2,7,7,7,"lotic",48.351446,-67.22151,0.567016903415733,5.50780601585525,0.323176925074113,312.8250844,59.2395461245305,18,115,1054,-2.24431618487007,4,0,0.567022575549391,0,2.52107864982181,"small",-0.630834698322906,0.370038781997212,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.648516869177707,0.308252270409849,0.480686851720303
"45","FWB_0229","sc","lotic",42.61735,-81.4682,0.0344729969186818,0.0589167626262626,0.00455786524588143,0.0694551537165319,5,4.4,3,8,"lotic",42.61735,-81.4682,0.135404637006203,5.0343038183066,4.38113011254299,1941.634456,34.272216147757,80,164,932,-1.10563690360507,68,0,0.135413370592519,0,3.21775559764792,"small",-0.92559979640994,-0.256971834072872,"low_prod","Cool temperate and dry","Cool temperate and dry/xeric",0,"ok",0.630869625463685,0.938418060636115,0.766844597726628
"46","FWB_0233","SMB","lotic",45.78,-65.88,0.142686262135879,0.05370361559709,0.0484416560764391,0.10605832144272,2,4.5,3,7,"lotic",45.78,-65.88,1.85379486014751,5.04959688708277,4.56402262941576,1283.648966,17.275303427829,50,45,1201,-3.54045944899566,0,0,1.85379642656232,0,-0.0964998872256298,"large",0.247956893462816,-0.236720784500998,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.273454091509292,0.686461727345999,0.455305089755344
"47","FWB_0242","WAC","lotic",46.14,-66.08,0.0256495471519691,0.121401037211563,0.129184360206894,0.0421715852641971,2,6,3,7,"lotic",46.14,-66.08,0.853989705676776,6.3967206800101,4.0196447995077,1704.729449,20.9591583610663,47,49,1114,-4.8283137373023,0,0,3.10112823858348,0,0.221550282735646,"small",-0.434849614510378,1.54713771435897,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.825573306879493,0.246105176848455,0.513722575227078
"48","FWB_0255","Lago_Chungará","lentic",-18.235698,-69.174814,0.0483037106072567,0.0267723225502028,0.0283131377418774,0.0244002552917566,2,82.5,74,6,"lentic",-18.235698,-69.174814,3.05729762921215,-8.12226176757191,3.97713005667184,557.8130359,59.8767656339172,20,20,316,-3.64965874096066,0,0,1.09259756979098,0,-1.42707468984151,"large",1.15364520583631,-2.29697966683434,"low_prod","Extremely cold and mesic","Cold and wet/mesic",0,"ok",0.356602785526139,0.462885310307912,0.400444538857519
"49","FWB_0257","maullin01","lotic",-41.210828,-73.034405,0.198399357850801,0.0273150325774261,0.0332750827372992,0.047838752940507,2,11.5,3,10,"lotic",-41.210828,-73.034405,1.31049264770361,5.14514466661563,4.59394893437517,466.1444562,11.9905806123287,106,175,1669,-0.239527030564734,8,0,1.3104953445716,0,3.90350704737029,"small",-0.12308568897847,-0.110196615406997,"low_prod","Cool temperate and moist","Cool and moist",0,"ok",0.121015910973172,0.589773033672433,0.244937652808909
"50","FWB_0263","Río_Chungara_CH05","lotic",-18.310797,-69.132427,0.100575724599887,0.0255712813328087,0.00226571510657484,0.0229442662480765,2,26.5,19,6,"lotic",-18.310797,-69.132427,-0.400477566597125,3.62642670557846,5.61102805647569,1588.182798,60.492014636203,-4,4,312,-4.07454193492592,0,0,-0.400462641335373,0,-1.45667390788247,"small",-1.29157496116198,-2.12127975148637,"high_prod","Extremely cold and mesic","Cold and wet/mesic",0,"ok",0.202710172498679,0.910126268056251,0.320537217675849
"51","FWB_0277","monreal2","lentic",-45.8725212,-72.0208877,0.00828629296965517,0.0869991885489099,0.0286355827476096,0.0360181454888028,3,10.3333333333333,6,7,"lentic",-45.8725212,-72.0208877,0.72270598280149,-3.36918459873413,4.58014694722941,2384.914772,58.9658478321016,62,23,882,-1.06421086195078,1,0,1.5166667067055,0,2.05591827638635,"large",0.206649530920921,-0.531041914043008,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.913037192680391,0.557093093798073,0.769150568057526
"52","FWB_0282","rengifo","lentic",-45.6175874,-72.5113244,0.00452128024844124,0.106615857407197,0.000438513056389485,0.0825540152165832,2,6,4,10,"lentic",-45.6175874,-72.5113244,0.418710334858185,-2.77762271871585,4.58014694722941,2384.914772,45.3904370746889,87,18,1970,-3.72970144863419,0,0,1.71488022474649,0,-0.029418512082669,"large",0.0833377884849283,-0.311255569338668,"low_prod","Cool temperate and moist","Cool and moist",0,"ok",0.959318007069333,0.994716234515146,0.974451131509933
"53","FWB_0283","thompson","lentic",-45.646731,-71.792894,0.0130129091009106,0.105532580301677,0.0794607326864554,0.0547695747010507,2,7,6,7,"lentic",-45.646731,-71.792894,-0.083381608939051,-1.24075219471331,4.58014694722941,2384.914772,43.5995977756901,56,18,752,-1.81400507817537,0,0,1.93715911304622,0,2.04730696247119,"large",-0.120329049746448,0.259746664179015,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.890228559800213,0.40802688876319,0.634167341329136
"54","FWB_0292","a9","lotic",22.488935,112.273781,0.0594802706406618,0.0302752071491786,0.0792994471335306,0.0357575374728322,4,6,5,14,"lotic",22.488935,112.273781,0.940397807217388,5.34646262510399,5.10379908599664,301.3203383,33.1814519828405,196,84,1765,0.630739720431328,26,0,0.940401711934482,0,4.74664379306385,"small",-0.375838102307511,0.156388202638731,"low_prod","Hot and dry","Hot and dry",0,"ok",0.337307626171486,0.310781110726717,0.322405891953354
