"","fish_species","sp_site_var_C_mean","sp_site_var_N_mean","sp_site_var_C_sd","sp_site_var_N_sd"
"603","Pimelodus absconditus",0.0187582310032768,0.0026123768435969,0.0294866975253368,0.00172259273126354
"604","Pimelodus albicans",0.0217335939554405,0.0032289310886616,NA,NA
"605","Pimelodus blochii",0.114764791559339,0.0153681449043437,NA,NA
"606","Pimelodus fur",0.0149812696706279,0.0270729335826042,0.00864980533129572,0.0221516145194572
"607","Pimelodus maculatus",0.0268697424271181,0.0165864558384437,0.0349007715597544,0.017557618652767
"608","Pimelodus pohli",0.0203989146377559,0.0164527199632703,0.0148751476535991,0.0150858456685572
"609","Pimephales notatus",0.0203234880470515,0.0123431669953993,0.0222806642584471,0.0106105158020975
"610","Pimephales promelas",0.023322311425749,0.00999997757629729,0.026306517463492,0.00742688187773533
"611","Pingalla midgleyi",0.0110745837512559,0.0056791470339524,NA,NA
"612","Planiliza alata",0.0231046159297125,0.0108034298999945,0.0232990701177552,0.0079454602819365
"613","Planiliza ordensis",0.0216092880439763,0.016470652564379,0.0173065790829015,0.00948139282402651
"614","Plataplochilus cabindae",0.00574467357415949,0.0266640660629437,0.00812890647430602,0.0536321113056896
"615","Poecilia mexicana",0.0245775324016625,0.0233376483496134,0.0394015649432827,0.039290595256311
"616","Poecilia reticulata",0.0551749999160831,0.0444283369232618,0.0944666883070572,0.0540230589672169
"617","Poeciliopsis pleurospilus",0.0263077396550099,0.0182367531255414,0.00830463022167073,0.0170198506547135
"618","Pollimyrus castelnaui",0.0115725619405669,0.00796468169478055,0.00566902173549746,0.00547930220857191
"619","Pollimyrus isidori",0.011583789768931,0.0184087927962458,0.0154333116682775,0.0189222821981801
"620","Pollimyrus nigripinnis",0.0193783470293792,0.0184032082103577,0.0258278961456628,0.0260206610008041
"621","Pomoxis nigromaculatus",0.00561304718450407,0.0403845082425808,2.63222044851526e-05,0.0453786361186994
"622","Poptella brevispina",0.00104767951073886,0.0177802535464158,0.000300216464693101,0.0244191700306614
"623","Porochilus rendahli",0.0143859309591264,0.00475222887708611,0.00988576505998783,0.00319027680870202
"624","Potamarius izabalensis",0.0187620425781056,0.00500038275454841,0.0255783002050157,0.00707083810519855
"625","Potamarius nelsoni",0.0152392465172362,0.00153031896096603,0.024425409303323,0.00115269801222072
"626","Potamorhina altamazonica",0.000147056692067208,0.0227867953032415,NA,NA
"627","Potamorhina pristigaster",0.00322963360177452,0.0156991473438976,0.00446943122666359,0.0165547468170065
"628","Potamothrissa acutirostris",0.00113378684807256,0.0107079119571683,NA,NA
"629","Priapella compressa",0.0417981559995428,0.0204252455939006,0.0513296300652305,0.0236490433713995
"630","Pristella maxillaris",0.00483270606948981,0.00218945189998801,0.00632042104296501,0.0018684803510582
"631","Pristobrycon striolatus",0.00497278886247171,0.00428887434152703,0.00411393915116283,0.00828980148448166
"632","Prochilodus costatus",0.000823855344423758,0.000189957266339636,NA,NA
"633","Prochilodus lineatus",0.0752984342628012,0.0156337755361233,0.0898059037278088,0.0163970265994667
"634","Prochilodus nigricans",0.0254808684903896,0.00944685334144321,0.0210219007185104,0.0112293993596203
"635","Prosopium cylindraceum",0.00604138470622494,0.0143968579724816,0.0061001707359581,0.00970205324133695
"636","Proterorhinus semilunaris",0.0311832815198329,0.0109331499320775,0.0178143658268783,0.0102718999864381
"637","Psalidodon bockmanni",0.0225767883625867,0.00897155463336057,0.0202992937357089,0.0121044844854368
"638","Psalidodon fasciatus",0.013886820029433,0.0161082576499672,0.00904827401878773,0.0159034381171271
"639","Psalidodon intermedius",0.00388918890299611,0.00292328050359164,NA,NA
"640","Psalidodon rivularis",0.0189206736631624,0.0242643509765615,NA,NA
"641","Psalidodon rutilus",0.00413182758612827,0.00998515529012158,0.00511476353204474,0.00707950683752443
"642","Pseudetroplus maculatus",0.0137291245966852,0.0268278712377552,NA,NA
"643","Pseudobarbus afer",0.0125213980432835,0.0229591836734695,NA,NA
"644","Pseudobarbus phlegethon",0.255888479410351,0.0367647937657619,NA,NA
"645","Pseudochondrostoma duriense",0.0183519526882627,0.0275335171710545,NA,NA
"646","Pseudochondrostoma willkommii",0.0277324850361333,0.0109677342406847,0.0432908901610316,0.0055171613189733
"647","Pseudocrenilabrus philander",0.030046962543393,0.037144117579793,0.0297005416375293,0.0419834028657066
"648","Pseudomugil signifer",0.0277435265792156,0.0252340740831462,0.0235517631638631,0.0389138671465081
"649","Pseudomugil tenellus",0.00029326713103795,0.00496078896721768,NA,NA
"650","Pseudomyxus capensis",0.304926219042284,0.142502420309082,NA,NA
"651","Pseudorasbora parva",0.028527765796611,0.0418499513737359,0.0305349870099673,0.0401472216532312
"652","Pseudoxiphophorus bimaculatus",0.00241477272727273,0.00162962962962963,NA,NA
"653","Pterygoplichthys disjunctivus",0.0176895254261757,0.0251957320581059,0.0100063879040348,0.0210819449986564
"654","Pterygoplichthys pardalis",0.0394434433723096,0.0171783546830742,0.0324985607069349,0.0150545338475534
"655","Ptychocheilus oregonensis",0.067247874663211,0.00354485688947164,NA,NA
"656","Pungitius laevis",0.0252025678530753,0.0169217902424964,0.0286326025011857,0.0175654481025565
"657","Pungitius pungitius",0.0444365514801107,0.0460393191163751,0.0452041879230144,0.0504823195223978
"658","Pygocentrus nattereri",0.0128080173681289,0.00953665540235375,0.0170940680563,0.0114350799082756
"659","Pygocentrus piraya",0.0133072881036152,0.0253518668173488,0.000831261216265604,0.0240452659687802
"660","Pylodictis olivaris",0.0208616615504987,0.14778164684936,NA,NA
"661","Pyrrhulina filamentosa",0.0108770599181169,0.0206941057580079,0.00417299943169819,0.0115554141572526
"662","Rasbora borapetensis",0.00911943195076292,0.00417563375621965,NA,NA
"663","Rasbora caudimaculata",0.00405649519800674,0.00430012420490046,NA,NA
"664","Rasbora paviana",0.0333442615567196,0.0248175953758833,0.0388124491886339,0.0166194867128333
"665","Rastrineobola argentea",0.0101358994569323,0.00196161014171347,NA,NA
"666","Retropinna retropinna",0.0304718444933824,0.0254492904053616,0.0263433452403027,0.0398455721265892
"667","Retropinna semoni",0.0359917397895299,0.0283853038411249,0.0346543282079005,0.0382320180681293
"668","Rhabdalestes maunensis",0.00646258084436417,0.00656681630841757,0.00692924116767634,0.0062794538869439
"669","Rhabdalestes yokai",0.000206137751552472,0.0321897972822455,NA,NA
"670","Rhamdia quelen",0.0173437317623299,0.0168930284511861,0.0353821102860084,0.0177887161349564
"671","Rhaphiodon vulpinus",0.0326879972526945,0.0412004441240975,0.0442148201150016,0.0575337245487245
"672","Rheoheros lentiginosus",0.00496882647525804,0.00286878357904803,0.0019676078245089,0.00327057741247711
"673","Rhinichthys atratulus",0.0411105471446635,0.0400230713560393,0.0487595150928789,0.053388424490857
"674","Rhinichthys cataractae",0.0264111068431548,0.00698533208986305,0.0177331896757796,0.00482860583515658
"675","Rhinichthys cobitis",0.0164384328227231,0.00654642227043343,0.0249207972693815,0.00498669661859
"676","Rhinichthys osculus",0.0189455775860838,0.0185175910219014,0.0189786980744318,0.0199219656073941
"677","Rhinodoras dorbignyi",0.00757134697763588,0.00829846998536454,0.00717328623224257,0.00801344339077985
"678","Rhinogobius duospilus",0.0178678407366977,0.00756613721503352,0.00902500728017173,0.00546570615864097
"679","Rhinogobius giurinus",0.0133504724544732,0.0627134838518349,0.00445221403831206,0.0413918240141312
"680","Rhinogobius lungwoensis",0.021438930902698,0.0684556456399738,0.019928636657624,0.123197105395411
"681","Rhodeus amarus",0.0286043458256755,0.0168368265582019,0.0423150505906566,0.021706733491125
"682","Rhodeus ocellatus",0.0364806378974206,0.0372434216217777,0.0315944575727407,0.0379859055042916
"683","Rhonciscus crocro",0.00110025544474344,0.0118319211237299,NA,NA
"684","Rhynchocypris lagowskii",0.012820348185834,0.0035769035359245,NA,NA
"685","Ricola macrops",0.0108869740714129,0.00607571804001731,0.00957203745089639,0.00644711345162156
"686","Rocio octofasciata",0.0132769612585415,0.0073960728120079,0.00524877882320052,0.00323874428399327
"687","Roeboexodon geryi",2.92575261963665e-05,0.00101399061444673,NA,NA
"688","Roeboides dayi",0.00657528468338297,0.00108649603230668,NA,NA
"689","Roeboides microlepis",0.0250490656281669,0.0102894851919046,0.0020927637531473,0.00220071770849866
"690","Roeboides xenodon",0.0391149796596902,0.035332768331825,NA,NA
"691","Rutilus frisii",0.0336621021660527,0.00381278960185354,NA,NA
"692","Rutilus rutilus",0.0323899002406408,0.0213471348573833,0.0315746787027982,0.0292753860771281
"693","Salaria fluviatilis",0.0182075600907679,0.0390738552512933,0.0236836051221328,0.0462945528845417
"694","Salminus brasiliensis",0.00852694931426627,0.011459128179261,0.0172739660435203,0.0135525043544829
"695","Salminus franciscanus",0.0139025244236196,0.00231190637004921,0.00196072335930134,0.000385679485256781
"696","Salmo marmoratus",0.0522233816440286,0.0460007742858172,0.0202764650958407,0.0174351940661386
"697","Salmo salar",0.0439557419627412,0.0301787476895245,0.0412786486231657,0.0337494315561304
"698","Salmo trutta",0.0613004499198435,0.0562603407643673,0.0619316354235697,0.0655230335029669
"699","Salvelinus alpinus",0.075742169415611,0.0454176654679607,0.0834475132915818,0.047772447027429
"700","Salvelinus fontinalis",0.0334892728796064,0.0678634959385306,0.0255704693084794,0.0701651137759724
"701","Salvelinus malma",0.00180491275724412,0.0230243417496829,NA,NA
"702","Salvelinus namaycush",0.0329536760933801,0.0272684307446456,0.0220340603356772,0.0297073597365422
"703","Sandelia bainsii",0.171408822016461,0.263946280991735,NA,NA
"704","Sandelia capensis",0.0956222687657954,0.239328797357,0.104685834712005,0.00677003999357347
"705","Sander canadensis",0.119741939549915,0.0414284745286918,0.105225903518,0.0560814404288919
"706","Sander lucioperca",0.0333091478902673,0.0289707508627765,0.0422187414792706,0.044585225894351
"707","Sander vitreus",0.0351883806046889,0.0278547798342645,0.0389281455905388,0.0493219400802314
"708","Sargochromis carlottae",0.0133269316249135,0.0198542656462045,0.0110681102253218,0.0210839676027476
"709","Sargochromis codringtonii",0.00756393062519182,0.0115381742487318,0.00527236938708619,0.0142212326287985
"710","Sargochromis giardi",0.00354692402878155,0.00729093773229187,0.00366335953005196,0.000364027188561693
"711","Sarotherodon galilaeus",0.00610281167816692,0.00570231585799916,0.00647169141019598,0.00412300306704442
"712","Scardinius erythrophthalmus",0.0365166952578341,0.0244741661892047,0.0445287134306285,0.0266335481777809
"713","Schilbe grenfelli",0.000853998401991734,0.00384249206588258,0.000559594272927631,0.00164687033412605
"714","Schilbe intermedius",0.015622268087048,0.0180721256950255,0.0221658361625637,0.0158817506207215
"715","Schilbe laticeps",0.0012454155822962,0.00480804930571025,NA,NA
"716","Schilbe marmoratus",0.000710834038623625,0.0297662886788186,0.000660607866715966,0.019953481488289
"717","Schilbe mystus",0.0103118933857534,0.0204983176428745,NA,NA
"718","Schilbe yangambianus",0.00147732055279273,0.0471337343135071,NA,NA
"719","Schistura kohchangensis",0.0163322420874765,0.0222389194364678,0.00885771088533654,0.00568228575588493
"720","Scleropages jardinii",0.00840513595205054,0.0228257167947404,0.00555883526866029,0.0217471579306837
"721","Scortum hillii",0.0161515312950731,0.037715934120712,0.0108351132223214,0.0497972035905012
"722","Sedercypris calidus",0.0744004700101482,0.0329012633415803,NA,NA
"723","Selenotoca multifasciata",0.00913332879743559,0.0128074066843834,0.00870907447931772,0.00242135186865708
"724","Semotilus atromaculatus",0.0330591116053414,0.0356029582714314,0.0325150172032187,0.0263327469049285
"725","Semotilus corporalis",0.00284164238169988,0.00655219945046917,0.00400428975934359,0.00171703725712203
"726","Serranochromis altus",0.00635877894959755,0.0122044760203734,0.00618359992300968,0.0128339889991488
"727","Serranochromis angusticeps",0.00547444126111697,0.00675209102283486,0.00432095677509583,0.00748232897797213
"728","Serranochromis macrocephalus",0.00715452581368608,0.0652325569328894,0.00446924536626641,0.13170942849416
"729","Serranochromis robustus",0.00142844761429854,0.0063367426471944,0.000313373117708104,0.00832590538146892
"730","Serrapinnus heterodon",0.0290255560847704,0.00534231372634746,0.0403396463003235,0.00667566350806886
"731","Serrapinnus piaba",0.0094518669851481,0.00372454523789874,0.0100141445907747,0.00308539606487987
"732","Serrasalmus brandtii",0.00687453170978365,0.0195372040698104,0.00523526769042746,0.0187236768675292
"733","Serrasalmus maculatus",0.00255643243643967,0.00572328471798918,NA,NA
"734","Serrasalmus rhombeus",0.00136040487338055,0.00358059851746035,NA,NA
"735","Sicyopterus lagocephalus",0.0464505974389466,0.0486622944739634,0.0462920828014291,0.025177805042937
"736","Silurus glanis",0.044240852766285,0.0284652632334535,0.0908751455583604,0.025045061138191
"737","Sparus aurata",0.00700600068715797,0.0122565435700466,NA,NA
"738","Squalius alburnoides",0.0375543827613113,0.0202803573928536,0.0233003487175635,0.0160999797149157
"739","Squalius carolitertii",0.00423689174650551,0.0111936976442396,NA,NA
"740","Squalius cephalus",0.021256413835085,0.0247892896006447,0.0261345205625704,0.0255004923836882
"741","Squalius fellowesii",0.0277791634263906,0.0532796643550399,NA,NA
"742","Squalius laietanus",0.0524841433532673,0.103536309213596,0.0747895412111294,0.0502586900013533
"743","Squalius pursakensis",0.0269129725449522,0.0550775190719029,NA,NA
"744","Squalius recurvirostris",0.0326520536668046,0.0189285499075836,NA,NA
"745","Stegophilus insidiosus",0.00107309449093015,0.000412710053503317,NA,NA
"746","Steindachnerina brevipinna",0.0134836512832712,0.0232347021871203,0.0113030969213879,0.0229427057509259
"747","Steindachnerina elegans",0.0272478323328343,0.0189813740617321,0.0231345228842024,0.02454492239878
"748","Steindachnerina varii",0.0724640153208388,0.000362211677361561,NA,NA
"749","Stenodus leucichthys",0.0165101276714976,0.000579371078916338,0.0159117203027169,3.08717515027474e-05
"750","Sternopygus macrurus",0.0215475292004744,0.0218903661476645,3.75926278942432e-05,0.0199869638647661
"751","Stomatorhinus kununguensis",0.0275835553423362,0.0363390254060808,NA,NA
"752","Strongylura hubbsi",0.0218022735776079,0.0110936848773736,0.0258781982348567,0.0156888333206106
"753","Strongylura krefftii",0.0223129781841967,0.0147601954405088,0.0397971425834364,0.0188121732546807
"754","Strongylura marina",0.00758059327507957,0.0109338359261483,0.00880125235665695,0.00790864538300888
"755","Strongylura notata",0.0214273958571825,0.0146165478563743,0.00539596879540809,0.000637397006048901
"756","Syncomistes butleri",0.100315883614239,0.0563506729072385,NA,NA
"757","Synodontis alberti",0.000523975271089157,0.00196966541718728,NA,NA
"758","Synodontis angelicus",0.00130653574089763,0.000208246563931698,NA,NA
"759","Synodontis centralis",0.00143494897959184,0.0089976204640095,NA,NA
"760","Synodontis congicus",0.03157276713521,0.047384555652353,0.0368339788895123,0.00468609020607904
"761","Synodontis contractus",0.00429453649067656,0.00392069503230118,NA,NA
"762","Synodontis dorsomaculatus",0.00511975623582766,0.00267697798929208,NA,NA
"763","Synodontis flavitaeniatus",0.0105322309730673,0.0392645138734189,0.00935137065708218,0.0483770050845809
"764","Synodontis greshoffi",0.00417951365412965,0.01277028305387,0.00467863299217947,0.0112354627626925
"765","Synodontis leopardinus",0.0306677536988243,0.0106536954371554,NA,NA
"766","Synodontis macrostigma",0.0117716606585111,0.00586051349557576,0.0135618272965321,0.008179649632714
"767","Synodontis macrostoma",0.025278629414697,0.0295862540240028,0.00830242277996198,0.0434227864898953
"768","Synodontis membranaceus",0.00338818751363524,0.0107824900320493,NA,NA
"769","Synodontis nigriventris",0.0173035957680188,0.0406179379591562,0.0203612363974856,0.0244258415160272
"770","Synodontis nigromaculatus",0.0163307474440152,0.0139421409661377,0.00525919236747492,0.0116007589018174
"771","Synodontis nummifer",0.00143494897959184,0.0542088042831648,NA,NA
"772","Synodontis ocellifer",0.00400220273901821,0.00677865244260908,NA,NA
"773","Synodontis pleurops",0.0131606256400834,0.00253366652783563,NA,NA
"774","Synodontis schall",0.00566449798595013,0.00827733791091024,NA,NA
"775","Synodontis vanderwaali",0.115901799104824,0.00834391301139577,NA,NA
"776","Synodontis victoriae",0.00761663139128349,0.00105033358553236,NA,NA
"777","Synodontis woosnami",0.016928626522176,0.0365159902010843,0.0127341273105818,0.011125155183028
"778","Synodontis zambezensis",0.038820108626408,0.00446386302786556,NA,NA
"779","Tandanus tandanus",0.0198316033613406,0.0067610181263134,0.0169510781405868,0.00891420476170675
"780","Telestes souffia",0.0148557685440074,0.00972410038184206,0.00212517006221387,0.0036815805548848
"781","Tetragonopterus franciscoensis",0.0400626878830248,0.000584757994766458,NA,NA
"782","Tetragonopterus georgiae",0.00154831151028156,0.00385640980658743,NA,NA
"783","Tetragonopterus rarus",0.0006816278210542,0.00108275952809087,NA,NA
"784","Theraps irregularis",0.0147969988654385,0.00232258284839124,NA,NA
"785","Thorichthys helleri",0.0197770971842414,0.0115226558653737,0.0238171439360135,0.0205274555507226
"786","Thorichthys meeki",0.0122970113175469,0.0202415010818714,0.00906274079459344,0.0174362031606606
"787","Thorichthys pasionis",0.00853253596938126,0.0108466310702044,0.00624525214026484,0.00606950987428922
"788","Thryssa scratchleyi",0.00726471586630167,0.000287693329590809,0.00627678688217922,0.000386999370585118
"789","Thymallus arcticus",0.0117354058583552,0.0108995375981071,NA,NA
"790","Thymallus nigrescens",0.0187431163064607,0.0102744299722824,NA,NA
"791","Thymallus thymallus",0.024297872333677,0.022070945010575,0.0152413253911536,0.0114725491674291
"792","Thymallus tugarinae",0.00707754173615416,0.0087753061953477,0.00363773015783579,0.00579896750369877
"793","Tilapia ruweti",0.00335469747482474,0.0204630958792899,NA,NA
"794","Tilapia sparrmanii",0.0544741963666377,0.0210814616631198,0.103597111435618,0.0182790552568127
"795","Tinca tinca",0.0146424848582752,0.00861214376410347,0.0140566742432528,0.0103782881291773
"796","Tlaloc labialis",0.00457017155245545,0.0215082742316785,0.0049075636732438,0.0274083280953537
"797","Toxotes chatareus",0.015630916027496,0.0127062549529696,0.0176209261845297,0.0100431284582388
"798","Toxotes kimberleyensis",0.0044461679899182,0.00647526145915556,0.00258920172763419,0.00518263884152709
"799","Trachelyopterus albicrux",0.00201945729595828,0.000424520355847723,NA,NA
"800","Trachelyopterus galeatus",0.00375807647554584,0.00754179701420522,0.0028434725426673,0.00989646661105057
"801","Trachelyopterus teaguei",0.0010326099690535,0.00727785820574421,NA,NA
"802","Trichomycterus areolatus",0.0157005898927181,0.0087231328690514,0.0132421564168649,0.00987200986782765
"803","Trichromis salvini",0.010776097620619,0.0307608350472897,0.00495311218340226,0.0387556783549005
"804","Triportheus guentheri",0.0176828548491428,0.0200322920283484,0.0168950979240035,0.0119766709696033
"805","Tylochromis lateralis",0.0091125812553124,0.00811377371184242,0.0117804283697094,0.00476234641192634
"806","Vieja hartwegi",0.0531868051877198,0.00362379430723314,0.0598133247629045,0.00269286009339821
"807","Vieja melanurus",0.0205622415758201,0.0237760744164179,0.0195665456176524,0.0200918921646312
"808","Vimba vimba",0.00749334150228396,0.00381814607844189,NA,NA
"809","Wajpamheros nourissati",0.00743100120909846,0.00204267490288226,0.0117891724237137,0.000491611141128247
"810","Xenocharax spilurus",0.00810900486311462,0.0313703681452199,0.00560704243447225,0.0354532749451994
"811","Xenomystus nigri",0.0060106112910769,0.00818033293612487,0.00323176959871557,0.000347320937000415
"812","Xiphophorus maculatus",0.0162286000924244,0.0372461091580021,0.0110854003077839,0.0457711329210019
