HYBAS_ID,Longitude,Latitude,Area_SqKm,DRP,TP,TN,NO3
3060635420,87.6813412,51.49999,36849.1,196.6564316,224.8589812,2278.066433,3589.087343
3060635570,86.60956261,50.54862604,61047.5,224.1059678,385.0120366,2906.683019,550.0341143
3060650360,70.14446198,52.12220506,17137.3,27.96368435,123.4081813,1624.821538,202.8078639
3060650460,70.96269922,51.10700427,19072.7,98.17687735,248.703594,2325.967356,1502.123236
3060550600,81.15075671,56.00456936,4300.9,41.25013459,112.8547936,684.3822496,284.866526
3060550480,80.88939174,56.26694224,1263.3,11.16866831,35.51310983,153.7620371,92.04524236
3060671720,80.15000284,50.39758039,195709,24.01429898,119.3963139,830.0324911,262.1126131
3060677350,81.4228654,50.04643557,174368.3,52.90876651,256.201127,2975.363076,415.5778743
3060679680,82.91752748,50.59846815,9915.8,34.41854542,121.980841,1148.497777,272.4866181
3060679820,82.79923542,49.90077373,158578.7,115.2012219,348.5575098,2106.032067,155.2326197
3060693220,85.23134097,49.58964238,15401.6,64.99119796,151.0964491,1788.245305,174.7072674
3060693280,84.13126502,49.18333385,127501.4,31.63966656,211.0759314,2277.436819,123.1467135
3060713960,83.95310217,47.49176993,81757.6,58.69419888,299.6271971,2139.855805,350.4958042
3060713950,82.34572778,48.06590494,24240.9,55.81995199,223.3835282,1854.013295,466.329249
3060718000,85.06726278,47.46366648,9488,62.51871928,105.3409946,1379.771214,482.847698
3060718460,86.52867753,48.75819356,6239.8,44.9814658,164.8262355,1525.03936,260.6105339
3060720650,87.51170898,48.52136327,9749.7,43.08719851,143.5976692,1335.521214,209.3787335
3060727010,89.7485205,47.29919012,8496.3,51.12581243,91.67561198,904.5105471,207.7291649
3060726940,89.03789967,47.78191278,6694.1,24.53153624,145.9281322,1058.559501,188.2703838
3060002000,72.98273464,65.89026317,54542.9,16.67089888,139.5727128,247.1566582,842.2048775
3060227470,71.54945305,64.89488837,8710.5,11.68133667,118.622845,428.6494592,676.7238318
3060227480,73.05416353,65.35571562,38888.7,2.113729587,8.282283414,32.40403001,43.81533867
3060230560,74.41374933,65.650428,5110.8,25.34148235,49.31265032,269.1060298,149.6519944
3060230720,73.22510133,65.24819087,33582,1.902857923,5.000561734,22.91645881,42.44283266
3060233080,73.94680614,65.19385367,22398.3,10.29615365,41.36715837,126.6308965,295.9659633
3060233240,72.173166,64.41283188,11068.3,26.33258459,121.660096,462.3884886,679.0411946
3060242560,72.90582953,63.97339278,14396.5,29.65673765,177.6672812,879.8705581,674.7442393
