"response","driver","data_group","component","term","estimate","std.error","statistic","p.value","model_name","AIC","delta_AIC","weight","supported"
"propintraspecific_C","hft_z_scored","min_1","mean","(Intercept)",0.0775767821842036,0.115888854872488,0.669406754165972,0.503236044295776,"m1_main",-20.0405422999575,11.0545813669022,0.00351135737714524,FALSE
"propintraspecific_C","hft_z_scored","min_1","mean","hft_z_scored",-0.0885294836615852,0.0430060880795956,-2.05853374754139,0.0395389251642,"m1_main",-20.0405422999575,11.0545813669022,0.00351135737714524,FALSE
"propintraspecific_C","hft_z_scored","min_1","mean","site_nbspe_log_z_scored",-0.202609166806853,0.0489215867103234,-4.14150849208041,3.45029095994129e-05,"m1_main",-20.0405422999575,11.0545813669022,0.00351135737714524,FALSE
"propintraspecific_C","hft_z_scored","min_1","mean","Climate_zone_e2Cool and moist",-0.088825917447278,0.136880398169059,-0.648930881524546,0.516383052924579,"m1_main",-20.0405422999575,11.0545813669022,0.00351135737714524,FALSE
"propintraspecific_C","hft_z_scored","min_1","mean","Climate_zone_e2Cool temperate and dry/xeric",0.0834424014159484,0.230712792258476,0.361672192508792,0.717597009438613,"m1_main",-20.0405422999575,11.0545813669022,0.00351135737714524,FALSE
"propintraspecific_C","hft_z_scored","min_1","mean","Climate_zone_e2Hot and dry",-0.211687859946062,0.182783710090593,-1.15813307346231,0.246809734964741,"m1_main",-20.0405422999575,11.0545813669022,0.00351135737714524,FALSE
"propintraspecific_C","hft_z_scored","min_1","mean","Climate_zone_e2Hot and moist",-0.138299874255006,0.170074110611145,-0.813174173059254,0.41611820480322,"m1_main",-20.0405422999575,11.0545813669022,0.00351135737714524,FALSE
"propintraspecific_C","hft_z_scored","min_1","mean","Climate_zone_e2Warm temperate",0.0239375969963414,0.144437931660838,0.165729297845046,0.868369988535931,"m1_main",-20.0405422999575,11.0545813669022,0.00351135737714524,FALSE
"propintraspecific_C","hft_z_scored","min_1","precision","(phi)",2.33132729973914,0.112259206029751,20.7673595974062,8.54270219535057e-96,"m1_main",-20.0405422999575,11.0545813669022,0.00351135737714524,FALSE
"propintraspecific_C","hft_z_scored","min_1","mean","(Intercept)",0.191035029868055,0.161809284145682,1.18061847239903,0.237754321961964,"m2_richness_x_climate",-14.1231504267082,16.9719732401515,0.000182192172380427,FALSE
"propintraspecific_C","hft_z_scored","min_1","mean","hft_z_scored",-0.0755328425192118,0.0442598785707033,-1.70657590934307,0.0879009060253197,"m2_richness_x_climate",-14.1231504267082,16.9719732401515,0.000182192172380427,FALSE
"propintraspecific_C","hft_z_scored","min_1","mean","site_nbspe_log_z_scored",-0.0405619133371706,0.173231138377536,-0.234149089575171,0.81486923701906,"m2_richness_x_climate",-14.1231504267082,16.9719732401515,0.000182192172380427,FALSE
"propintraspecific_C","hft_z_scored","min_1","mean","Climate_zone_e2Cool and moist",-0.266956406533557,0.182776186335618,-1.4605644853721,0.144134998598747,"m2_richness_x_climate",-14.1231504267082,16.9719732401515,0.000182192172380427,FALSE
"propintraspecific_C","hft_z_scored","min_1","mean","Climate_zone_e2Cool temperate and dry/xeric",-0.0277639137503748,0.256847012442512,-0.108095139929218,0.913920223340418,"m2_richness_x_climate",-14.1231504267082,16.9719732401515,0.000182192172380427,FALSE
"propintraspecific_C","hft_z_scored","min_1","mean","Climate_zone_e2Hot and dry",-0.348700774287208,0.217300389837112,-1.60469465585678,0.108561018611347,"m2_richness_x_climate",-14.1231504267082,16.9719732401515,0.000182192172380427,FALSE
"propintraspecific_C","hft_z_scored","min_1","mean","Climate_zone_e2Hot and moist",-0.280935052916449,0.207789422850609,-1.35201806262501,0.1763695371,"m2_richness_x_climate",-14.1231504267082,16.9719732401515,0.000182192172380427,FALSE
"propintraspecific_C","hft_z_scored","min_1","mean","Climate_zone_e2Warm temperate",-0.0919652955614299,0.182408865133673,-0.504171195265295,0.614141080148723,"m2_richness_x_climate",-14.1231504267082,16.9719732401515,0.000182192172380427,FALSE
"propintraspecific_C","hft_z_scored","min_1","mean","site_nbspe_log_z_scored:Climate_zone_e2Cool and moist",-0.341556518538219,0.203069101482389,-1.68197188072869,0.0925742926934967,"m2_richness_x_climate",-14.1231504267082,16.9719732401515,0.000182192172380427,FALSE
"propintraspecific_C","hft_z_scored","min_1","mean","site_nbspe_log_z_scored:Climate_zone_e2Cool temperate and dry/xeric",-0.116241594384967,0.339417341597713,-0.342473940305441,0.731994252232484,"m2_richness_x_climate",-14.1231504267082,16.9719732401515,0.000182192172380427,FALSE
"propintraspecific_C","hft_z_scored","min_1","mean","site_nbspe_log_z_scored:Climate_zone_e2Hot and dry",-0.0989664750285403,0.207449262075209,-0.477063519236144,0.633316891131436,"m2_richness_x_climate",-14.1231504267082,16.9719732401515,0.000182192172380427,FALSE
"propintraspecific_C","hft_z_scored","min_1","mean","site_nbspe_log_z_scored:Climate_zone_e2Hot and moist",-0.125308800677628,0.19598936466789,-0.63936530887769,0.522585311441063,"m2_richness_x_climate",-14.1231504267082,16.9719732401515,0.000182192172380427,FALSE
"propintraspecific_C","hft_z_scored","min_1","mean","site_nbspe_log_z_scored:Climate_zone_e2Warm temperate",-0.1598610553904,0.203690810242961,-0.784822129185496,0.432557863601467,"m2_richness_x_climate",-14.1231504267082,16.9719732401515,0.000182192172380427,FALSE
"propintraspecific_C","hft_z_scored","min_1","precision","(phi)",2.34657477191966,0.113130333682004,20.7422244374848,1.44105112087512e-95,"m2_richness_x_climate",-14.1231504267082,16.9719732401515,0.000182192172380427,FALSE
"propintraspecific_C","hft_z_scored","min_1","mean","(Intercept)",0.0542213294443245,0.116048061674059,0.467231668173955,0.640334138765716,"m3_exp_x_richness",-23.7619365610568,7.33318710580284,0.0225717654849133,FALSE
